number,state,title,url,created_at,updated_at,closed_at,merged_at,user,labels,seed_title_match,discovered_from_issue_timeline,referenced_seed_issues_in_body,base_ref,head_ref,merged,changed_files,additions,deletions,files_downloaded,reviews_downloaded,review_comments_downloaded,issue_comments_downloaded,body_excerpt
16331,closed,fix: fix flaky IDP e2e tests,https://github.com/coder/coder/pull/16331,2025-01-29T15:33:21Z,2025-01-29T15:57:35Z,2025-01-29T15:57:22Z,2025-01-29T15:57:22Z,jaaydenh,,True,False,,main,jaaydenh/e2e-idptests-fix,True,3,44,18,3,1,0,0,resolves coder/internal#325
16429,closed,fix(flake.nix): readd grep for agent startup script,https://github.com/coder/coder/pull/16429,2025-02-04T16:04:56Z,2025-02-04T16:14:15Z,2025-02-04T16:14:03Z,2025-02-04T16:14:03Z,ThomasK33,,True,False,,main,02-04-fix_flake.nix_readd_grep_for_agent_startup_script,True,1,1,0,1,1,0,1,"Added `gnugrep` to the development shell dependencies, as its a dependency of the bootstrap script for an agent. Change-Id: Ia56e16a831bb94af2324e33ae5274833d0123d47 Signed-off-by: Thomas Kosiewski <tk@coder.com>"
16607,closed,fix(flake.nix): add procps to nix dogfood image,https://github.com/coder/coder/pull/16607,2025-02-18T14:57:50Z,2025-02-18T15:43:52Z,2025-02-18T15:24:49Z,2025-02-18T15:24:49Z,ThomasK33,,True,False,,main,thomask33/02-18-fix_flake.nix_add_procps_to_nix_dogfood_image,True,2,6,0,2,4,4,1,"Add procps to flake.nix and release name to Docker image Adds the `procps` package to flake.nix to enable the `free` command, and includes a release name file in the Docker image at `/etc/coderniximage-release`. Change-Id: I85432acc06a204229fa3675e0020bd3acacf775a Signed-off-by: Thomas Kosiewski <tk@coder.com>"
16715,closed,fix(flake.nix): synchronize playwright version in nix and package.json,https://github.com/coder/coder/pull/16715,2025-02-26T15:25:17Z,2025-03-11T12:49:17Z,2025-03-11T12:49:04Z,2025-03-11T12:49:04Z,ThomasK33,,True,False,,main,thomask33/02-26-fix_flake.nix_assert_equal_playwright_version_in_nix_and_package.json,True,6,34,20,6,2,0,12,"Ensure that the version of Playwright installed with the Nix flake is equal to the one specified in `site/package.json.` -- This assertion ensures that `pnpm playwright:install` will not attempt to download newer browser versions not present in the Nix image, fixing the startup script and reducing the startup time, as `pnpm playwright:install` will not download or install anything. We also pre-install the required Playwright web browsers in the dogfood Dockerfile. This change prevents us from re"
16725,closed,chore(cli): fix test flake caused by agent connect race,https://github.com/coder/coder/pull/16725,2025-02-26T20:54:56Z,2025-02-26T21:10:51Z,2025-02-26T21:10:39Z,2025-02-26T21:10:39Z,johnstcn,,True,False,,main,cj/flake/exp-rpty-agent-connecting,True,1,5,5,1,1,0,0,"Fixes test flake seen here: https://github.com/coder/coder/actions/runs/13552012547/job/37877778883 ``` exp_rpty_test.go:96: Error Trace: /home/runner/work/coder/coder/cli/exp_rpty_test.go:96 /home/runner/work/coder/coder/cli/ssh_test.go:1963 /home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.22.9.linux-amd64/src/runtime/asm_amd64.s:1695 Error: Received unexpected error: running command ""coder exp rpty"": GET http://localhost:37991/api/v2/workspaceagents/3785b98f-0589-47d2-a3c8-33a55a6c5b29/"
16771,closed,chore(cli): fix test flake in TestSSH_Container/NotFound,https://github.com/coder/coder/pull/16771,2025-03-03T13:09:46Z,2025-03-03T14:15:38Z,2025-03-03T14:15:26Z,2025-03-03T14:15:25Z,johnstcn,,True,False,,main,cj/flake-test-ssh-container-not-found,True,1,19,3,1,1,0,0,"If you hit the list containers endpoint with no containers running, the response is different. This uses a mock lister to ensure a consistent response from the agent endpoint."
16773,closed,fix: use `dbtime` in `dbmem` query to fix flake,https://github.com/coder/coder/pull/16773,2025-03-03T13:30:31Z,2025-03-03T14:42:03Z,2025-03-03T13:42:13Z,2025-03-03T13:42:13Z,ethanndickson,,True,False,,main,ethan/use-dbtime-in-dbmem,True,1,1,1,1,1,0,2,"Closes https://github.com/coder/internal/issues/447. The test was failing 30% of the time on Windows without the rounding applied by `dbtime`. `dbtime` was used on the timestamps inserted into the DB, but not within the query. Once using `dbtime` within the query there were no failures in 200 runs."
16799,closed,test: fix flaky tests,https://github.com/coder/coder/pull/16799,2025-03-04T13:26:20Z,2025-03-04T13:45:00Z,2025-03-04T13:44:48Z,2025-03-04T13:44:48Z,evgeniy-scherbina,,True,False,,main,internal-451-fix-ci,True,1,2,3,1,1,0,0,Relates to: https://github.com/coder/internal/issues/451 Create separate context with timeout for every subtest.
17183,closed,chore(mcp): fix test flakes,https://github.com/coder/coder/pull/17183,2025-04-01T10:12:39Z,2025-04-01T10:29:02Z,2025-04-01T10:28:47Z,2025-04-01T10:28:47Z,johnstcn,,True,False,,main,cj/flake/codermcp-get-workspace,True,1,34,30,1,1,0,0,Closes https://github.com/coder/internal/issues/547
17313,closed,test(agent/agentssh): fix macos signal flake during close,https://github.com/coder/coder/pull/17313,2025-04-09T16:39:35Z,2025-04-09T17:28:47Z,2025-04-09T17:28:32Z,2025-04-09T17:28:32Z,mafredri,,True,False,,main,mafredri/test-fix-agentssh-flake2,True,1,5,0,1,2,2,0,"I haven't been able to verify this fix, but I'm hoping this'll do it. Fixes coder/internal#558"
17400,closed,fix: increase context timeout in `TestProvisionerd/MaliciousTar` to avoid flake,https://github.com/coder/coder/pull/17400,2025-04-15T09:30:19Z,2025-04-15T09:39:39Z,2025-04-15T09:39:23Z,2025-04-15T09:39:23Z,dannykopping,,True,False,,main,dk/maltar,True,1,1,1,1,1,0,0,Fixing a flake seen here: https://github.com/coder/coder/actions/runs/14465389766/job/40566518088
17427,closed,chore: reduce storybook flakes,https://github.com/coder/coder/pull/17427,2025-04-16T16:42:30Z,2025-04-17T13:48:38Z,2025-04-17T13:48:23Z,2025-04-17T13:48:23Z,BrunoQuaresma,,True,False,,main,bq/storybook-fixes,True,8,42,9,8,1,0,0,"A few storybook tests have been false positives quite frequently. To reduce this noise, I'm implementing a few hacks to avoid that. We can always rollback these changes if we notice they were leading to a lack in the tests."
17441,closed,test: fix flake in TestRoleSyncTable with test cases sharing resources,https://github.com/coder/coder/pull/17441,2025-04-16T23:09:31Z,2025-04-17T00:14:22Z,2025-04-17T00:14:11Z,2025-04-17T00:14:11Z,Emyrk,,True,False,,main,stevenmasley/race_flake,True,1,1,2,1,1,0,0,The test case definition shares maps that can have concurrent access if run in parallel. This fixes that Flake: https://github.com/coder/coder/actions/runs/14504014498/job/40689907014?pr=17439
17450,closed,chore: fix additional storybook flakes,https://github.com/coder/coder/pull/17450,2025-04-17T13:56:42Z,2025-04-17T14:08:29Z,2025-04-17T14:08:13Z,2025-04-17T14:08:13Z,BrunoQuaresma,,True,False,,main,bq/extra-storybook-fixes,True,3,9,1,3,1,0,0,Fix new storybook flakes catch by https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=680107825818a9747e57236c
17559,closed,chore: claude fixing flakes,https://github.com/coder/coder/pull/17559,2025-04-24T10:21:57Z,2025-10-25T00:07:39Z,2025-05-05T00:07:57Z,,ibetitsmike,stale,True,False,,main,mike/581-claude-flake-fix,False,1,101,22,1,0,0,0,
17604,closed,chore(cli): fix test flake when running in coder workspace,https://github.com/coder/coder/pull/17604,2025-04-29T14:40:33Z,2025-04-30T08:19:13Z,2025-04-30T08:18:58Z,2025-04-30T08:18:58Z,johnstcn,,True,False,,main,cj/flake/exp-mcp-configure-claude-code-agent-token,True,1,1,0,1,1,0,0,This test was failing inside a Coder workspace due to `CODER_AGENT_TOKEN` being set.
17678,closed,test: fix `TestWorkspaceAgentReportStats` flake,https://github.com/coder/coder/pull/17678,2025-05-05T13:13:49Z,2025-05-05T14:15:40Z,2025-05-05T14:15:26Z,2025-05-05T14:15:26Z,ethanndickson,,True,False,,main,ethan/fix-stats-last-used-at-flake,True,1,1,0,1,1,0,1,"Closes https://github.com/coder/internal/issues/609. As seen in the below logs, the `last_used_at` time was updating, but just to the same value that it was on creation; `dbtime.Now` was called in quick succession. ``` t.go:106: 2025-05-05 12:11:54.166 [info] coderd.workspace_usage_tracker: updated workspaces last_used_at count=1 now=""2025-05-05T12:11:54.161329Z"" t.go:106: 2025-05-05 12:11:54.172 [debu] coderd: GET host=localhost:50422 path=/api/v2/workspaces/745b7ff3-47f2-4e1a-9452-85ea48ba5c46"
17702,closed,fix: resolve flake test on manager,https://github.com/coder/coder/pull/17702,2025-05-07T13:57:11Z,2025-05-08T13:50:24Z,2025-05-08T13:49:58Z,2025-05-08T13:49:58Z,defelmnq,,True,False,,main,internal-544,True,2,74,58,2,5,5,0,Fixes coder/internal#544
17737,closed,fix: fixed flaking VPN tunnel tests & bump coder/quartz to 0.1.3,https://github.com/coder/coder/pull/17737,2025-05-09T10:00:58Z,2025-05-09T10:28:02Z,2025-05-09T10:27:48Z,2025-05-09T10:27:48Z,ibetitsmike,,True,False,,main,mike/internal-624-vpn-tunnel-tests-flaking,True,3,11,5,3,1,0,0,Closes: https://github.com/coder/internal/issues/624
17772,closed,chore(cli): fix test flake in TestExpMcpServer,https://github.com/coder/coder/pull/17772,2025-05-12T15:05:06Z,2025-05-12T16:15:46Z,2025-05-12T16:15:24Z,2025-05-12T16:15:24Z,johnstcn,,True,False,,main,cj/flake/exp-mcp-server-nocreds,True,1,18,15,1,1,0,0,Test was failing inside a Coder workspace.
17919,closed,chore: fix flake on useAgentLogs,https://github.com/coder/coder/pull/17919,2025-05-19T16:08:54Z,2025-05-19T19:43:42Z,2025-05-19T19:43:28Z,2025-05-19T19:43:28Z,BrunoQuaresma,,True,False,,main,bq/chore-flake,True,1,10,4,1,1,0,0,We need to wait for the result since the result is depending on effects. Fix https://github.com/coder/internal/issues/644
18246,closed,fix(cli): fix flakes related to context cancellation when establishing pg connections,https://github.com/coder/coder/pull/18246,2025-06-05T13:03:26Z,2025-06-05T13:54:25Z,2025-06-05T13:54:13Z,2025-06-05T13:54:13Z,hugodutka,,True,False,,main,hugodutka/pg-cancellation-flakes,True,3,17,9,3,4,3,0,"Since https://github.com/coder/coder/pull/18195 was merged, we started running CLI tests with postgres instead of just dbmem. This surfaced errors related to context cancellation while establishing postgres connections. This PR should fix https://github.com/coder/internal/issues/672. Related to https://github.com/coder/coder/issues/15109."
18311,closed,test: fix test flake in TestDynamicParametersWithTerraformValues,https://github.com/coder/coder/pull/18311,2025-06-10T16:54:48Z,2025-06-10T21:14:22Z,2025-06-10T21:13:47Z,2025-06-10T21:13:47Z,Emyrk,,True,False,,main,stevenmasley/TestDynamicParametersWithTerraformValues_flake,True,1,1,1,1,1,0,0,Wrong build ID was being used for the await. Closes https://github.com/coder/internal/issues/687
18395,closed,"test: fix TestUploadFileLargeModuleFiles flake, context to subtest",https://github.com/coder/coder/pull/18395,2025-06-16T18:13:39Z,2025-06-16T18:25:44Z,2025-06-16T18:25:31Z,2025-06-16T18:25:31Z,Emyrk,,True,False,,main,stevenmasley/context_in_case,True,1,2,2,1,2,0,0,Declared context outside the subtest t.Parallel. Whooooops
18441,closed,fix: fix TestAcquireJobWithCancel_Cancel flake,https://github.com/coder/coder/pull/18441,2025-06-19T02:02:07Z,2025-06-19T02:51:24Z,2025-06-19T02:51:13Z,2025-06-19T02:51:13Z,sreya,,True,False,,main,jon/fixjob,True,1,1,1,1,1,0,0,"The test was failing because it was checking for context.Canceled using xerrors.Is, but postgres returns a different error (""pq: canceling statement due to user request"") when a query is cancelled. This change uses database.IsQueryCanceledError which properly handles both context.Canceled and postgres-specific cancellation errors. fixes https://github.com/coder/internal/issues/702"
18442,closed,fix: fix TestAcquireJob_LongPoll flake,https://github.com/coder/coder/pull/18442,2025-06-19T02:38:58Z,2025-06-19T02:51:04Z,2025-06-19T02:50:53Z,2025-06-19T02:50:53Z,sreya,,True,False,,main,jon/fixlongpoll,True,1,1,1,1,1,0,0,~I'll be honest I'm not even really sure the point of this test but it was failing due to~ The intention appears to be to have the context expire due to the poll override as opposed to the context provided to `AcquireJob` ``` 2025-06-16T15:01:54.0863251Z Error: Received unexpected error: 2025-06-16T15:01:54.0863554Z acquire job: 2025-06-16T15:01:54.0864230Z github.com/coder/coder/v2/coderd/provisionerdserver.(*server).AcquireJob 2025-06-16T15:01:54.0865173Z /home/runner/work/coder/coder/coderd/p
18522,closed,chore: fix wsproxy flakes,https://github.com/coder/coder/pull/18522,2025-06-24T07:21:18Z,2025-06-24T09:01:28Z,2025-06-24T09:01:18Z,2025-06-24T09:01:18Z,deansheather,,True,False,,main,dean/wsproxy-flakes,True,1,43,25,1,1,0,0,"Flake 1: https://github.com/coder/internal/issues/326 This hasn't occurred at all within the last 3 months according to DataDog (except test run cancellations), and I couldn't recreate it on my workspace. I redid a bit of the test logic to make it do some more tests during the wait stages. Flake 2: https://github.com/coder/internal/issues/278 This flake hasn't occurred in the last 3 months either, and I also couldn't recreate it. I relaxed some of the assertions in the send packet loop for the t"
18526,closed,fix: agentcontainers: fix flake when ctx cancelled while running docker inspect,https://github.com/coder/coder/pull/18526,2025-06-24T11:13:08Z,2025-06-24T12:30:20Z,2025-06-24T12:30:09Z,2025-06-24T12:30:09Z,johnstcn,,True,False,,main,cj/flake/agentcontainers-inspect-ctx-cancel,True,2,20,2,2,3,3,0,Should fix https://github.com/coder/internal/issues/738
18839,closed,chore: fix flake in TestWorkspaceBuildsProvisionerState,https://github.com/coder/coder/pull/18839,2025-07-11T19:59:58Z,2025-07-15T05:09:45Z,2025-07-15T05:07:14Z,2025-07-15T05:07:14Z,johnstcn,,True,False,,main,cj/internal/761,True,1,16,10,1,1,0,0,Fixes https://github.com/coder/internal/issues/761
18863,closed,fix(agent/agentcontainers): fix `TestAPI/IgnoreCustomization` flake,https://github.com/coder/coder/pull/18863,2025-07-14T22:14:13Z,2025-07-15T09:01:15Z,2025-07-15T09:01:05Z,2025-07-15T09:01:05Z,DanielleMaywood,,True,False,,main,danielle/devcontainer-test-flake,True,1,12,4,1,2,2,0,"Fixes a flake spotted here https://github.com/coder/coder/actions/runs/16277283041/job/45959150449 The flake occurred due to a race condition between `RefreshContainers` and the file system watcher. We might want to improve how these tests are written in the future, but for now it appears this change has fixed the flake on my Coder Workspace. How I ran the test to recreate the issue ```sh seq 1 128 | xargs -P 64 -I {} sh -c 'echo ""Run {}:"" && go test -run=""TestAPI/IgnoreCustomization"" -race -cou"
18872,closed,fix(cli): scope context per subtest to fix flake test in prebuilt workspace delete,https://github.com/coder/coder/pull/18872,2025-07-15T09:14:36Z,2025-07-15T09:21:21Z,2025-07-15T09:21:12Z,2025-07-15T09:21:12Z,ssncferreira,,True,False,,main,ssncferreira/fix-flake-cli-prebuilt-delete-ctx,True,1,3,3,1,2,0,0,"## Description This PR fixes a flaky test in `TestDelete/Prebuilt_workspace_delete_permissions`: https://github.com/coder/internal/issues/764 Previously, all subtests used the same context created at the top level. Since the subtests run in parallel, they could run for too long and cause the shared context to expire. This sometimes led to context deadline exceeded errors, especially during the `testutil.Eventually` check for running prebuilt workspaces. The fix is to create a fresh context per s"
18905,closed,fix(agent/agentcontainers): fix `TestAPI/NoUpdaterLoopLogspam` flake,https://github.com/coder/coder/pull/18905,2025-07-16T19:56:24Z,2025-07-17T09:59:16Z,2025-07-17T09:59:02Z,2025-07-17T09:59:02Z,DanielleMaywood,,True,False,,main,danielle/fix-agentcontainers-flake,True,1,7,0,1,2,1,0,Fixes https://github.com/coder/internal/issues/766
18932,closed,fix(coderd): fix flake in `TestAPI/ModifyAutostopWithRunningWorkspace`,https://github.com/coder/coder/pull/18932,2025-07-21T10:50:12Z,2025-07-21T12:04:38Z,2025-07-21T12:04:28Z,2025-07-21T12:04:28Z,DanielleMaywood,,True,False,,main,danielle/fix-workspace-update-ttl,True,1,8,3,1,2,0,0,"Fixes https://github.com/coder/internal/issues/521 This happened due to a race condition present in how `AwaitWorkspaceBuildJobCompleted` works. `AwaitWorkspaceBuildJobCompleted` works by waiting until `/api/v2/workspacesbuilds/{workspacebuild}/` returns a workspace build with `.Job.CompletedAt != nil`. The issue here is that _sometimes_ the returned `codersdk.WorkspaceBuild` can contain a build from _before_ a provisioner job completed, but contain the provisioner job from _after_ it completed."
19026,closed,chore: fix TestManagedAgentLimit flake,https://github.com/coder/coder/pull/19026,2025-07-24T04:56:57Z,2025-07-24T05:13:26Z,2025-07-24T05:13:16Z,2025-07-24T05:13:16Z,deansheather,,True,False,,main,dean/fix-managed-agent-flake,True,2,9,4,2,1,0,0,Closes https://github.com/coder/internal/issues/812
19029,closed,test(coderd/database): use seperate context for subtests to fix flake,https://github.com/coder/coder/pull/19029,2025-07-24T08:32:50Z,2025-07-24T10:08:06Z,2025-07-24T10:07:54Z,2025-07-24T10:07:54Z,ethanndickson,,True,False,,main,ethan/fix-flake-db-querier,True,1,11,4,1,1,0,1,"Fixes flakes like https://github.com/coder/coder/actions/runs/16487670478/job/46615625141, caused by the issue described in https://coder.com/blog/go-testing-contexts-and-t-parallel It'd be cool if we could lint for this? That a context from an outer test isn't used in a subtest if that subtest calls `t.Parallel`."
19179,closed,fix(agent/agentcontainers): fix `TestDevcontainerDiscovery/AutoStart` flake,https://github.com/coder/coder/pull/19179,2025-08-05T12:05:32Z,2025-08-05T14:39:11Z,2025-08-05T12:58:55Z,2025-08-05T12:58:55Z,DanielleMaywood,,True,False,,main,danielle/fix-devcontainer-flake,True,1,107,147,1,3,3,3,Fixes https://github.com/coder/internal/issues/864
19213,closed,fix: fix flake in workspace TTL test caused by new constraint,https://github.com/coder/coder/pull/19213,2025-08-07T07:07:37Z,2025-08-07T07:16:11Z,2025-08-07T07:16:01Z,2025-08-07T07:16:01Z,deansheather,,True,False,,main,dean/fix-constraint-2,True,1,2,1,1,1,0,0,
19294,closed,test: reduce flakiness of workspace update test,https://github.com/coder/coder/pull/19294,2025-08-11T16:09:06Z,2026-02-12T00:10:27Z,2025-08-22T18:14:38Z,,aslilac,stale,True,False,,main,lilac/update-parameters,False,5,66,126,5,0,0,0,
19308,closed,chore: skip flaking classic parameters test,https://github.com/coder/coder/pull/19308,2025-08-11T21:24:58Z,2025-08-12T10:38:31Z,2025-08-12T10:38:20Z,2025-08-12T10:38:20Z,aslilac,,True,False,,main,lilac/skip-updates-the-parameters,True,1,4,1,1,1,0,1,Causing test-js failures on main
19330,closed,test(coderd/database): use seperate context for subtests to fix flake,https://github.com/coder/coder/pull/19330,2025-08-13T04:32:37Z,2025-08-13T04:45:44Z,2025-08-13T04:45:35Z,2025-08-13T04:45:35Z,ethanndickson,,True,False,,main,ethan/seperate-context-subtest,True,1,3,2,1,1,0,1,Fixes flakes like https://github.com/coder/coder/actions/runs/16927282256/job/47965470039 https://coder.com/blog/go-testing-contexts-and-t-parallel ...I'm going to take a stab at turning this into a lint rule. I think it's possible by just reading the AST?
19366,closed,chore: fix storybook flakes,https://github.com/coder/coder/pull/19366,2025-08-14T21:52:32Z,2025-08-15T19:07:45Z,2025-08-15T19:07:34Z,2025-08-15T19:07:34Z,BrunoQuaresma,,True,False,,main,bq/fix-storybook-flakes-2,True,3,41,18,3,3,4,1,Close https://github.com/coder/coder/issues/19365
19398,closed,fix: fix flakes in TestWorkspaceAutobuild due to incorrect tick time,https://github.com/coder/coder/pull/19398,2025-08-18T19:41:26Z,2025-08-19T16:24:50Z,2025-08-19T16:24:41Z,2025-08-19T16:24:41Z,cstyan,,True,False,,main,callum-autobuild-flake,True,1,1,1,1,1,0,0,"cc @deansheather we missed these in the previous PR, we find `tickTime2` and pass it to the `tickCh`, but we were incorrectly passing `tickTime` to `UpdateProvisionerLastSeenAt` in some places"
19407,closed,fix: resolve `TestAPI/Error/DuringInjection` flake,https://github.com/coder/coder/pull/19407,2025-08-19T09:32:36Z,2025-08-19T11:23:49Z,2025-08-19T11:23:38Z,2025-08-19T11:23:37Z,DanielleMaywood,,True,False,,main,danielle/flake/during-injection,True,1,4,7,1,4,2,0,Resolves https://github.com/coder/internal/issues/905
19417,closed,fix: fix more `TestWorkspaceAutobuild` flakes,https://github.com/coder/coder/pull/19417,2025-08-19T16:29:52Z,2025-08-19T17:24:52Z,2025-08-19T17:24:40Z,2025-08-19T17:24:40Z,cstyan,,True,False,,main,callum-autobuild-flake,True,1,3,3,1,1,0,0,made these commits yesterday but apparently I forgot to push so they got missed in https://github.com/coder/coder/pull/19398
19450,closed,fix: fix flake due to two time.Now() calls,https://github.com/coder/coder/pull/19450,2025-08-20T16:24:26Z,2025-08-20T17:12:52Z,2025-08-20T17:12:03Z,2025-08-20T17:12:02Z,bcpeinhardt,,True,False,,main,bcpeinhardt/TestSchecduleOverride/extend-flakefix,True,1,1,1,1,2,1,0,"fixes https://github.com/coder/internal/issues/559 This test is looking to see that after calling `coder schedule extend <workspace> 10h`, the scheduled stop time of the workspace is updated appropriately (or at least that the information printed to the terminal indicates that). By using two `time.Now()` calls for the current time and the expected time, there was the possibility that the second call just barely crossed over the hour mark. This is shown in the error message when the test would fl"
19456,closed,[WIP] fix: test multiple lifecycle executors flake,https://github.com/coder/coder/pull/19456,2025-08-20T19:33:39Z,2026-02-21T00:11:17Z,2025-08-31T00:08:39Z,,bcpeinhardt,stale,True,False,,main,bcpeinhardt/TestMultipleLifecycleExecutorsFlake,False,7,7,30,7,0,0,0,"Work in progress! fixes https://github.com/coder/internal/issues/455 This PR moves incrementing the workspace build number into the insert workspace build query so the operation is atomic. I'm not exactly sure if this is the right fix yet. Theory: You can hit a race condition where the lifecycle executor takes a lock on the workspace, but it's only scoped to prevent multiple lifecycle executors from operating on the workspace at the same time: `ok, err := tx.TryAcquireLock(e.ctx, database.GenLoc"
19469,closed,chore: fix TestCheckInactiveUsers flake,https://github.com/coder/coder/pull/19469,2025-08-21T13:47:01Z,2025-08-21T15:35:42Z,2025-08-21T15:35:31Z,2025-08-21T15:35:31Z,johnstcn,,True,False,,main,cj/flake/TestCheckInactiveUsers,True,2,20,11,2,1,0,0,THIS CODE WAS NOT WRITTEN BY A HUMAN. Use a fixed time interval to avoid timing flakes.
19478,closed,fix: fix flake in TestExecutorAutostartSkipsWhenNoProvisionersAvailable,https://github.com/coder/coder/pull/19478,2025-08-21T21:10:35Z,2025-08-28T19:07:59Z,2025-08-28T19:07:50Z,2025-08-28T19:07:50Z,cstyan,,True,False,,main,callum/exec-autostart-stale-flake,True,3,63,20,3,7,7,0,"The flake here had two causes: 1. related to usage of time.Now() in MustWaitForProvisionersAvailable and 2. the fact that UpdateProvisionerLastSeenAt can not use a time that is further in the past than the current LastSeenAt time Previously the test here was calling `coderdtest.MustWaitForProvisionersAvailable` which was using `time.Now` rather than the next tick time like the real `hasProvisionersAvailable` function does. Additionally, when using `UpdateProvisionerLastSeenAt` the underlying db "
19494,closed,chore: add flake detection on prs,https://github.com/coder/coder/pull/19494,2025-08-22T14:12:08Z,2026-02-23T00:11:25Z,2025-08-25T12:19:08Z,,ibetitsmike,,True,False,,main,mike/flake-check-on-prs,False,1,228,0,1,4,6,1,"<!-- This is an auto-generated comment: release notes by coderabbit.ai --> ## Summary by CodeRabbit - Tests - Added a CI workflow that repeatedly runs changed Go tests on PRs, detects flaky and consistently failing tests, posts a summary to the PR, and uploads detailed run artifacts. - Modified a test to occasionally fail at runtime to surface intermittent instability. - Chores - Added runner hardening and concurrency safeguards to the CI workflow. - No user-facing functionality changes. <!-- en"
19522,closed,fix: fix flake in TestPatchCancelWorkspaceBuild/User_is_allowed_to_cancel ,https://github.com/coder/coder/pull/19522,2025-08-25T12:10:21Z,2025-08-28T08:24:53Z,2025-08-28T08:24:44Z,2025-08-28T08:24:44Z,kacpersaw,,True,False,,main,kacpersaw/fix-flaky-workspace-cancel,True,1,6,2,1,1,0,0,Fixes: https://github.com/coder/internal/issues/885
19568,closed,fix(coderd): fix devcontainer mock recreate flaky test,https://github.com/coder/coder/pull/19568,2025-08-27T10:40:20Z,2025-08-27T11:07:57Z,2025-08-27T11:07:47Z,2025-08-27T11:07:47Z,DanielleMaywood,,True,False,,main,danielle/flakes/devcontainer-mock-recreate,True,1,60,47,1,2,0,0,"Fix https://github.com/coder/internal/issues/826 I wasn't able to recreate the flake, but my underlying assumption from reading the logs we have is that there is a race condition where the test will begin cleanup before the dev container recreation goroutine has a chance to call `devcontainer up`. I've refactored the test slightly and made it so that the test will not finish until either the context has timed out, or `Up` has been called."
19649,closed,"fix: fix TestExecutorAutostartSkipsWhenNoProvisionersAvailable flake, part 2",https://github.com/coder/coder/pull/19649,2025-08-29T19:26:48Z,2025-09-01T15:52:43Z,2025-09-01T15:52:34Z,2025-09-01T15:52:34Z,cstyan,,True,False,,main,callum/autostart-skip-flake-pt2,True,1,25,27,1,1,0,1,"This test still flakes occasionally, see https://github.com/coder/internal/issues/954#issuecomment-3237154735 The cause appears to be related to the assignment of `time.Now()` as the `LastSeenAt` time when creating a provisioner which can flake with the calculated scheduled next autostart and the code to set then `require.Eventually` the updated provisioner LastSeenAt. Instead we should simply calculate all time values for the stale portion of the test based on the provisioners LastSeenAt value "
19654,closed,"test: fix flake, TestLabelsAggregation update & collect timing",https://github.com/coder/coder/pull/19654,2025-08-30T11:46:38Z,2026-03-01T00:11:45Z,2025-09-02T05:45:12Z,,Emyrk,,True,False,,main,stevenmasley/TestLabelsAggregation,False,1,22,3,1,4,2,1,"If you see the logs, the `collect` happens before the `update metrics` ``` t.go:106: 2025-08-30 11:43:03.849 [debu] prometheusmetrics: update metrics t.go:106: 2025-08-30 11:43:03.850 [debu] prometheusmetrics: collect metrics t.go:106: 2025-08-30 11:43:03.850 [debu] prometheusmetrics: update metrics aggregator_test.go:201: Error Trace: /home/steven/go/src/github.com/coder/coder/coderd/prometheusmetrics/aggregator_test.go:201 /home/steven/go/src/github.com/coder/coder/coderd/prometheusmetrics/agg"
19659,closed,fix: fix flake in TestPatchCancelWorkspaceBuild,https://github.com/coder/coder/pull/19659,2025-09-01T13:32:09Z,2026-03-16T00:13:43Z,2025-09-16T11:15:14Z,,kacpersaw,,True,False,,main,kacpersaw/flake-925,False,1,2,2,1,1,0,3,Fixes: https://github.com/coder/internal/issues/925
19683,closed,test: fix TestCache_DeploymentStats flake,https://github.com/coder/coder/pull/19683,2025-09-03T05:46:47Z,2025-09-08T02:07:49Z,2025-09-08T02:07:38Z,2025-09-08T02:07:38Z,ethanndickson,,True,False,,main,ethan/deployment-stats-flake,True,3,84,77,3,4,6,5,"Closes https://github.com/coder/internal/issues/961 Likely the same deal as in #19599, the body of `require.Eventually` now fires immediately, when it used to fire after 250ms (the interval). Presumably, the deployment stats become ready before the vs code session count gets incremented. This was never an issue with the 250ms delay, as this flake has only cropped up after the testify version bump. We'll fix the issue by making it possible to wait for a full metrics cache refresh, i.e. removing `"
19723,closed,ci(scripts/flakecheck): add AST-based flake detection for modified Go tests,https://github.com/coder/coder/pull/19723,2025-09-08T07:36:50Z,2026-03-09T00:10:48Z,2025-09-19T00:07:13Z,,blink-so[bot],stale,True,False,,main,blink/flake-detector,False,3,592,4,3,0,0,0,"Summary - Add scripts/flakecheck: a Go tool that parses modified *_test.go files, enumerates test selectors (including subtests) via go/ast, and runs each selector N times with `go test -json` to detect flakes. - Default repeat count is 10; DB-friendly defaults: `-p 4 -parallel 4`. - Output is suppressed for stable tests; prints only flaky or broken selectors with fail counts. Exits non-zero on any flake or broken test. - Makefile: add `test-flakes` target which depends on `test-postgres-docker`"
19931,closed,test: skip ProbeOK test until fixed to not flake,https://github.com/coder/coder/pull/19931,2025-09-24T05:51:02Z,2025-09-24T06:32:04Z,2025-09-24T06:31:51Z,2025-09-24T06:31:51Z,spikecurtis,,True,False,,main,spike/internal-957-temp-skip,True,1,1,0,1,1,0,1,temp skip of flaky test: https://github.com/coder/internal/issues/957
